Attrition,OverTime,JobLevel,TotalWorkingYears,Age,YearsInCurrentRole,MonthlyIncome,MaritalStatus,JobInvolvement,JobSatisfaction,EnvironmentSatisfaction,C0,C1
0,1,2,8,42,3,0.26645222526893064,1,2,4,4,0.14568085101613804,-5.746616090767105
1,1,1,1,20,0,0.0,2,3,3,4,-21.411107145270343,2.0738885785847216
0,1,1,6,29,4,0.06111579835477747,1,1,4,2,-10.932530034303078,1.4160056374678387
0,0,4,25,43,10,0.702752583843071,0,2,2,1,12.7240954753318,7.87942872214006
0,1,2,16,40,1,0.17997257962455177,1,2,4,3,3.511446525800409,-0.038043103611137497
0,0,1,10,29,8,0.11189622442522675,1,3,4,2,-7.913686937950445,5.665742093191076
1,1,1,6,44,3,0.07029107783168108,0,3,2,3,0.3172185465633248,-8.406599659417402
0,0,4,26,47,17,0.8521408985446108,1,3,3,1,17.19656115394276,8.892462832067178
0,0,2,10,32,8,0.22674541236026158,1,3,4,1,-5.567981409016777,3.879200658816451
0,0,1,8,38,0,0.08489770090698166,2,3,1,3,-3.300643355964347,-4.57263801452379
0,1,2,12,58,3,0.2452541657878085,0,1,3,4,14.822635492504496,-13.109465074658992
0,1,3,10,45,1,0.441415313225058,1,3,4,2,3.542609510111106,-7.03682536095133
0,0,4,30,56,7,0.5322716726429023,1,3,4,3,25.409538985291235,1.7888139684566298
0,0,2,6,37,3,0.44906137945581104,0,1,4,3,-4.908737415437521,-3.9152553145138214
0,0,3,9,39,7,0.36231807635519936,2,4,3,1,-0.9513883258763371,-1.49962258524317
0,0,3,13,54,4,0.5102826407930816,1,2,3,3,12.620937878359726,-9.461680239880291
0,0,1,10,32,7,0.15903817759966254,2,3,3,4,-5.763909223724742,3.3624096171288524
0,0,3,15,48,0,0.6061484918793504,1,3,3,1,8.900233087804551,-6.023149098034736
0,1,2,6,33,5,0.23618434929339804,1,4,2,3,-7.716069236912393,-0.6360301069281391
1,1,2,12,31,7,0.27225268930605356,1,1,3,2,-5.167756846753399,5.428546824043746
0,0,3,24,46,13,0.4979962033326303,0,3,1,2,14.628441041861628,6.466694762059276
0,0,2,10,38,2,0.24973634254376714,0,3,4,4,-1.7153616935778615,-2.346420970706692
0,0,2,16,38,13,0.1809217464669901,1,3,2,4,3.3765671821488112,6.09950252474079
0,1,2,10,43,9,0.36057793714406244,1,3,4,4,2.8725215234300876,-2.6081010736090278
0,1,1,4,37,2,0.06944737397173592,1,3,4,2,-6.378946207760102,-5.745851649707262
0,0,2,11,30,10,0.16573507698797724,1,2,4,3,-6.220108717838372,6.603851092113303
0,1,4,21,39,9,0.8497152499472685,0,2,2,3,7.02038120413625,7.328444049766294
0,0,5,21,43,12,0.9693630035857415,1,2,3,1,10.468866807808354,6.148487722725232
0,0,2,9,27,6,0.30594811221261337,2,2,1,4,-10.233960011631908,5.512076834774254
0,0,2,10,42,4,0.2760493566758068,2,2,3,3,1.53841678256601,-4.019893094608541
0,0,1,4,31,2,0.15655979751107363,0,4,3,1,-10.913668725631858,-1.9968313789029306
1,1,1,8,39,2,0.07356043028896857,1,3,1,4,-2.3136652662823067,-4.3819527968202685
0,0,4,9,29,7,0.7970364901919427,0,2,4,4,-8.44956791744276,4.854293285935606
0,1,5,22,49,2,0.9310272094494833,2,3,1,3,14.492160725593635,-1.068262621921738
0,0,1,20,38,0,0.09750052731491247,2,2,1,1,4.367937901178749,3.3579327642465753
0,0,4,16,42,0,0.7900759333473951,2,3,4,1,5.062696266909505,-1.52648052546167
0,0,3,9,34,7,0.4017612318076355,0,3,3,4,-4.737316856276514,1.6247828918509253
0,1,2,17,36,8,0.2940835266821346,1,3,4,3,1.9276028578181865,5.978965129873308
0,0,2,5,27,2,0.175754060324826,1,3,4,3,-13.243819671584777,1.2430580154348192
0,0,3,20,40,0,0.5232545876397384,0,1,1,3,6.03113384525205,2.279939296622299
0,1,3,10,34,9,0.3202910778316811,1,2,3,4,-3.876445652580003,3.1107604462869887
0,0,3,10,43,0,0.4733178654292344,3,3,1,3,1.9049855157711661,-6.215458344866956
0,0,3,13,31,7,0.5159249103564649,0,3,4,1,-4.44642314667697,6.161378358745737
0,0,1,12,41,3,0.09349293398017296,1,3,4,4,1.873659592903131,-2.5829544577830177
0,0,2,10,31,8,0.21060957603881042,1,1,1,4,-6.333682585798162,4.498728650502423
0,0,2,12,45,2,0.23149124657245307,2,3,3,2,4.860364486461819,-5.4021573591698235
0,0,2,9,33,7,0.19368276734866063,2,2,4,2,-5.571452833092447,2.1864060393348996
0,0,2,17,36,2,0.08236658932714618,1,4,4,3,1.2370933346606492,3.5069115972160194
0,0,1,14,33,11,0.053733389580257335,1,4,2,2,-1.9845049848759047,7.01005276628018
0,0,1,5,31,2,0.10029529635098079,0,3,3,1,-10.276447390421808,-1.3282965710828396
1,0,1,1,19,0,0.06939464248048935,2,1,1,3,-22.164746568293506,2.72200338418682
0,0,1,5,32,1,0.09412571187513182,1,4,2,2,-9.63960028625479,-2.385567612952336
0,0,2,18,36,9,0.3569921957392955,2,3,4,1,2.6846884303489844,7.056878176700023
0,0,2,19,37,0,0.16146382619700483,0,3,2,3,3.046383209654614,3.390652570900377
1,1,1,1,29,0,0.06907825353300992,3,2,1,2,-14.593376106890108,-3.5381003255938595
0,0,1,11,29,5,0.07936089432609154,0,3,4,3,-7.618644244143216,5.092261518179736
0,0,5,21,41,16,1.0,3,1,3,2,9.403723684637164,9.035890160073674
0,1,2,12,30,9,0.28148070027420374,1,3,4,3,-5.695931976111822,6.846981064129687
0,0,3,9,39,3,0.6567707234760599,2,3,3,3,-1.411683705806773,-3.1336645823331075
1,1,1,1,22,0,0.07324404134148914,1,3,1,3,-19.8891613275928,0.8286494666024833
0,0,2,6,31,4,0.1759122547985657,1,1,3,3,-9.34668898513278,0.2372158810204521
0,0,4,26,45,3,0.8775047458342122,1,3,4,4,14.065988384697441,4.397303069219138
0,0,2,19,42,4,0.1870385994515925,0,3,3,1,7.298339140585469,1.9159856363638674
0,0,3,10,31,9,0.41837165155030587,1,2,3,3,-6.143111864008272,4.993834987993708
0,0,2,13,51,1,0.23586796034591861,0,1,2,4,9.931032060098758,-8.894823948642532
0,0,2,14,34,9,0.228538283062645,2,2,1,4,-1.3944691291656781,5.653726214968753
0,0,4,10,33,8,0.8666420586374183,2,3,3,4,-4.672273188618256,3.4031415007723353
0,0,2,15,40,8,0.24615060113900022,1,3,2,2,3.6832027044863977,2.1579880871270785
0,1,3,10,33,8,0.38868382197848556,0,4,3,4,-4.742635398344895,3.3095169843984618
0,0,2,6,34,5,0.24810166631512343,1,3,3,2,-6.954821968766716,-1.2436513690808955
0,0,1,10,34,9,0.08869436827673487,1,3,4,2,-4.0118252286082665,2.946776775195538
0,1,3,9,30,7,0.5487766294030796,1,4,1,2,-7.765952501891963,4.127032011850465
0,1,2,9,45,8,0.13836743303100613,1,3,1,4,3.6300256506075215,-4.938561465479875
0,0,3,9,37,5,0.41262391900442946,0,3,2,1,-2.688343289078162,-1.052484705064039
0,0,2,13,31,7,0.3447584897700907,0,3,4,4,-4.52498235920234,6.056878295369962
0,0,1,8,32,7,0.10857414047669268,2,3,4,4,-7.042056611559865,2.0461466031449067
1,1,1,7,30,2,0.05921746466990087,1,3,3,1,-9.762996008837035,0.6136712759950509
0,0,2,10,33,3,0.23027842227378192,1,4,1,3,-5.389302515075993,1.1763843544895618
0,1,3,10,38,0,0.36131617802151444,2,3,3,3,-1.8819132722702676,-3.0803349698616316
0,0,2,17,41,0,0.10878506644167897,0,3,1,3,4.797831987921931,-0.4326275724256199
1,0,3,18,51,2,0.508384307108205,2,1,4,1,13.312096511259675,-5.085378280296418
0,0,2,13,38,3,0.27836954229065597,0,2,1,1,0.3218423758523059,0.06348049798187816
0,0,2,9,27,8,0.13346340434507487,1,2,3,2,-9.998274943680265,6.348036454260485
0,0,4,33,53,9,0.6995359628770301,2,3,4,4,25.279830185679252,6.454308362773786
0,0,2,4,30,1,0.226323560430289,1,3,3,4,-11.726634821629318,-1.709791767868527
1,0,1,1,30,0,0.0037966673697532177,2,3,4,2,-13.830149004287424,-4.167896899102619
0,0,1,7,30,2,0.1489137312803206,1,1,3,4,-9.767361320145167,0.6146974715539706
0,1,5,32,58,8,0.9856570343809323,1,3,1,4,28.388894160516976,2.342612240159312
0,0,2,16,34,1,0.45960767770512556,0,4,4,2,-1.0195775803975877,3.706212431247989
0,0,2,18,51,7,0.20707656612529002,1,3,4,3,13.813736249058053,-3.1583556861412596
0,1,4,21,39,9,0.8468150179287071,1,3,1,3,7.016969457286969,7.312677978361936
0,0,3,10,36,3,0.47305420797300146,2,3,4,2,-3.045908602472835,-0.5925075421731378
0,1,2,13,32,12,0.22247416156928917,1,2,2,3,-3.199094094572281,7.487256875952698
0,0,1,18,56,4,0.10192997257962456,1,3,3,1,17.189256493444546,-7.586081655732475
0,0,2,13,57,9,0.20517823244041344,3,4,3,2,15.389616188376934,-9.399179772518874
0,0,4,32,57,0,0.6912571187513183,0,2,4,1,26.64968351108643,-0.35395806641720107
0,1,1,5,40,2,0.07029107783168108,2,2,4,4,-3.4767339292328927,-6.968857177852808
1,0,1,1,23,0,0.04118329466357308,1,3,1,4,-19.13237668640907,0.193761166296321
0,0,3,11,53,3,0.31617802151444846,1,4,4,2,10.471563191423051,-10.579054263558177
0,0,1,4,38,3,0.07545876397384517,2,2,2,4,-5.5134701052772215,-5.974134461134774
0,0,1,8,36,2,0.059797511073613155,1,3,2,3,-4.581982513161975,-2.498568458671528
0,0,3,11,29,10,0.3643218730225691,1,3,4,2,-6.902271201613534,7.310345857757644
0,0,3,20,38,16,0.6431659987344442,1,1,3,2,6.356120905534141,10.089653834461082
0,0,3,25,47,14,0.4020248892638684,2,3,3,1,16.13260395408762,6.9136745529398045
1,0,2,10,32,4,0.20428179708922167,1,3,3,4,-6.034807275042752,2.2194976018473103
0,0,2,6,36,5,0.2894958869436828,2,2,2,2,-5.443909228459372,-2.4882519673152323
1,0,2,20,49,3,0.1726956338325248,2,2,1,1,13.115384805833948,-2.2127608941078236
0,0,1,6,34,5,0.17781058848344233,2,2,1,3,-7.03219961370479,-1.3295885297478804
0,0,2,9,39,7,0.18587850664416788,2,3,3,1,-1.0241676235974495,-1.573483813211288
0,0,3,12,30,8,0.3936405821556634,2,2,3,3,-5.742386090409148,6.524813643971018
0,0,3,14,51,2,0.5055368065808902,1,3,2,2,10.760000787680212,-7.751139216847665
0,0,2,10,60,2,0.2318076355199325,2,3,1,1,14.946656669446405,-16.101232507308975
1,0,2,12,50,3,0.3015713984391479,0,3,3,2,8.771500539848226,-8.114183906332588
0,0,1,8,45,4,0.05921746466990087,1,3,4,4,2.4630043860344415,-7.311997788120962
0,0,3,37,56,4,0.3296245517823244,2,1,4,4,29.45578624511146,5.100240709465625
0,0,3,12,46,8,0.39912465724530694,0,3,4,4,6.383262983019733,-3.4937066117427023
0,0,1,7,42,3,0.09264923012022781,0,3,2,2,-0.5544485475224832,-6.491625739918867
0,0,3,19,60,0,0.5206707445686564,0,1,4,3,20.541602282510453,-10.882834392625185
1,0,3,34,53,7,0.48302045981860364,1,2,4,3,25.621280283124484,6.229390839355552
0,0,2,10,39,0,0.2184138367433031,1,3,1,1,-1.1860206926132904,-3.7807434827148505
0,0,5,29,48,10,0.9837587006960558,1,2,2,4,19.12960163150258,7.451003362042048
0,0,2,7,37,4,0.2896540814174225,1,3,4,3,-4.16016274594385,-2.8741857661725803
0,1,2,12,41,2,0.23507698797722,0,3,4,4,1.8322099707879644,-2.9035642365027243
0,0,1,3,21,2,0.08442311748576249,2,3,4,1,-19.136378105694142,3.6063877654097034
0,0,2,8,32,2,0.1789706812908669,0,3,4,2,-7.5342739271297035,0.10120409533114838
1,1,1,7,37,0,0.057002742037544823,2,2,3,4,-4.701873758770617,-4.5955669355843405
0,0,3,24,45,9,0.2215249947268509,0,3,1,1,13.408966726910116,5.45689938544945
0,1,3,16,41,0,0.6634676228643747,2,3,4,4,4.225382188024959,-1.002531583434216
0,1,2,18,42,0,0.07187302256907825,1,4,2,2,6.190399652890697,-0.40220735886742176
0,0,2,10,42,7,0.3066863530900654,1,3,2,3,1.8882799333037354,-2.802163834347489
0,0,1,1,24,0,0.05399704703649019,1,3,2,4,-18.374645771334187,-0.4291669225667629
1,1,2,6,33,2,0.3804577093440203,2,3,1,1,-8.059058600152913,-1.8419417198926915
0,0,2,12,43,2,0.2400864796456444,1,3,4,4,3.345268525049022,-4.159248468553976
0,0,1,3,38,1,0.08832524783800887,1,3,3,3,-6.375154491942897,-7.450257756220282
0,1,2,14,33,0,0.28364269141531323,2,3,3,4,-3.1870446700295574,2.5934227882195895
0,1,3,35,53,2,0.5233600506222316,1,2,4,1,25.688083035717845,4.858299792502793
0,0,3,18,43,7,0.5173486606201223,1,3,1,3,7.828117742434188,1.925966432151366
0,1,1,10,42,6,0.08352668213457078,0,2,1,4,1.6994709963500796,-3.290495914730542
1,1,1,7,29,7,0.058531955283695425,1,1,1,2,-9.949168425385633,3.2953227193088708
0,0,2,11,29,7,0.1753849398861,1,3,3,2,-7.319623920160101,5.995478947268397
0,0,1,8,37,0,0.10614849187935034,1,3,2,2,-4.051601948082698,-3.935031889516658
0,1,5,28,50,3,0.905030584264923,1,3,2,1,19.204851609233025,2.6863927797505998
0,0,2,4,29,3,0.19194262813752372,1,3,3,4,-12.254665799087427,-0.26643497066556954
0,1,3,15,33,14,0.6564543345285805,2,3,4,1,-0.8568931019810577,9.09201120392899
0,0,4,31,55,7,0.8303627926597764,2,2,1,3,25.29064213038044,3.0797162373364255
0,0,3,16,51,9,0.6054102510018984,1,2,2,2,12.84319642329151,-3.5562984091398384
0,0,1,10,30,7,0.0845813119595022,0,1,3,1,-7.266902601879895,4.658797776633655
0,0,5,23,49,0,0.9334528580468255,1,2,3,1,14.91074550376323,-1.198435877262316
0,1,2,20,47,10,0.21398439147859105,0,4,3,3,12.408886288518708,1.8809210962899794
0,0,1,1,31,1,0.07867538493988609,2,3,2,3,-12.958893378389043,-4.394278859920934
0,0,1,7,47,2,0.05779371440624341,2,3,3,2,3.1095362689981485,-10.032073085369426
0,0,1,2,58,2,0.07187302256907825,0,3,3,1,8.25806731983797,-20.19527702206608
1,0,5,23,41,15,0.977430921746467,1,3,3,2,10.574934799069567,9.927723023361569
0,0,1,5,29,4,0.1463826197004851,2,2,1,4,-11.575796356605675,0.7228357809144352
0,1,1,20,50,8,0.11664205863741826,1,4,3,4,14.374281916773647,-0.9065677363693947
0,0,1,6,32,2,0.09639316599873445,2,2,2,3,-8.893204112106002,-1.3052767948433441
0,1,5,23,44,7,0.951276102088167,0,3,4,2,11.929072262229901,4.783869563144554
0,0,1,7,38,6,0.09676228643746045,1,4,3,3,-3.2446191693182413,-2.779291535607541
0,0,1,1,45,0,0.06670533642691415,2,2,3,2,-2.4681495387523995,-13.541661329938776
0,0,3,28,46,2,0.5018983336848766,1,3,3,1,15.917081824981139,4.609589724805364
0,1,1,6,34,0,0.10140265766715882,1,4,4,4,-7.606999147333088,-3.393401826817332
0,1,2,17,55,7,0.2834844969415735,1,3,2,3,16.203830862736716,-6.320698885827163
0,1,1,1,19,0,0.10467201012444631,2,4,4,2,-22.161892016559957,2.7063872396150046
0,1,2,9,32,8,0.27172537439358785,1,3,4,1,-6.208004584803422,3.2232502402221126
0,0,2,11,40,7,0.15640160303733391,0,3,3,3,1.0137725719115522,-0.8900050733619889
0,1,2,11,30,8,0.22147226323560432,0,2,2,3,-6.447444486775904,5.786345703290602
0,0,1,13,48,0,0.06591436405821556,1,3,3,4,7.469090196140641,-7.533520151665705
0,0,4,22,45,8,0.832261126344653,1,2,4,1,12.091130648578947,3.8378851791730604
0,0,1,10,29,7,0.09022358152288547,0,1,4,2,-8.026345202147048,5.280167976378843
0,1,2,19,46,13,0.1901497574351403,0,2,1,4,11.353679678421244,3.0848434366639417
0,0,2,8,41,2,0.21060957603881042,2,3,3,4,-0.7289799832933426,-5.549105935579785
1,1,1,4,41,3,0.11237080784644589,2,3,2,2,-3.2375885674835345,-7.845413134805874
0,1,4,24,52,3,0.6453279898755537,1,4,3,4,18.085635316622003,-1.3146143787918358
0,0,3,23,51,12,0.34143640582155665,2,2,1,1,17.653265451987004,2.2801416873128133
0,1,1,7,36,2,0.08621598818814595,2,3,4,3,-5.226041341362603,-3.1526963332434974
1,1,2,17,38,0,0.2986711664205864,1,3,1,2,2.524682057126064,1.4536884749387937
0,0,2,10,31,2,0.22795823665893272,2,3,1,4,-7.025920761706139,2.01967011510842
0,1,2,9,44,3,0.23439147859101456,0,3,1,2,2.307429180342055,-6.341390732685408
0,0,2,10,30,7,0.22648175490402872,0,3,4,3,-7.198273430100006,4.7103379599834625
1,1,1,3,31,2,0.06818181818181818,2,3,2,4,-11.570792983241123,-2.672140364137462
1,1,1,8,27,2,0.07303311537650285,2,3,3,4,-11.406811273682962,3.1268200421349253
0,0,2,5,24,2,0.17759966251845605,0,2,3,4,-15.515101915884962,3.124016370662643
0,0,1,5,50,2,0.14137312803206076,1,2,3,3,4.1068513243338245,-13.218232194703575
0,0,2,17,39,11,0.25801518666947904,1,2,3,4,4.543437190093961,5.328902783689321
0,1,2,10,30,4,0.19436827673486606,2,3,3,3,-7.5536058956754815,3.4765544241178894
0,1,2,10,30,8,0.21709554946213883,1,2,4,4,-7.092148215870008,5.1229043159466485
0,0,5,30,59,2,0.9404661463826197,1,2,4,3,27.182120331000085,-2.034340562416764
0,0,3,10,36,7,0.5644378823033116,1,4,1,1,-2.578130115914064,1.0374712402234163
1,1,1,3,29,0,0.07356043028896857,2,2,1,4,-13.316272559102003,-2.2310438765063303
1,0,1,1,30,0,0.05399704703649019,1,2,1,2,-13.826336182174892,-4.160794668915219
0,0,5,21,50,4,0.9975216199114112,2,3,2,3,14.843947757704392,-1.5326776860034332
0,0,1,17,37,1,0.15350137101877243,1,2,1,3,1.80974662763726,2.4064386225570065
0,0,3,19,38,8,0.5827884412571188,1,2,2,1,4.799366950425281,6.149465990967089
0,0,2,16,41,3,0.27531111579835477,2,3,4,4,4.496874021207816,0.13454960756584278
0,0,1,1,29,0,0.058004640371229696,0,2,1,4,-14.584137185846686,-3.545907629640837
0,0,2,12,45,9,0.14174224847078676,1,3,4,4,5.663471443091602,-2.547623757133426
0,0,2,6,29,3,0.2301202278000422,1,3,1,1,-10.97030000307263,1.0672282880498383
0,0,4,23,42,6,0.8782957182029107,1,3,1,4,10.222158768923599,5.517912877899912
0,0,5,25,48,0,0.9099346129508543,2,2,4,4,15.420056803201398,0.724158799908933
1,1,1,1,20,0,0.10108626871967939,2,2,4,4,-21.410087055449296,2.088872995716807
0,0,3,13,31,8,0.5082788441257119,0,3,2,3,-4.336060210069789,6.552344962807276
0,0,2,10,41,2,0.2858574140476693,1,1,2,3,0.5543690610219087,-4.201661893760548
1,1,1,4,29,2,0.06992195739295508,0,2,1,1,-12.433333694236872,-0.7285906091851491
0,0,2,9,42,4,0.2186247627082894,2,3,1,2,0.9014305623392502,-4.68863736901665
0,0,2,8,36,3,0.2975638051044084,1,2,4,2,-4.392207200051317,-1.9814592470671322
1,0,2,10,32,0,0.3019405188778739,2,1,2,1,-6.4919613321381,0.6208933804216681
0,0,2,10,36,2,0.2287492090276313,1,3,3,1,-3.2280905288973543,-1.0806834048966323
0,0,1,8,42,2,0.08263024678337903,0,3,1,2,-0.030938579773454933,-6.24456290688158
0,1,4,22,43,13,0.7938726007171483,1,3,4,4,11.14265701374569,7.105718310658853
0,0,2,17,36,7,0.1841910989242776,2,3,4,3,1.809005923474622,5.563029353224518
0,0,2,11,36,8,0.2459924066652605,1,3,2,2,-1.9014924631065924,2.0247665486941013
0,0,3,10,36,7,0.46029318709133094,1,3,4,2,-2.582289934334277,1.0467465373934939
0,0,2,19,38,11,0.19647753638472898,1,3,4,4,5.063195310618731,7.262686346542382
0,1,1,6,33,2,0.0943893693313647,2,2,1,3,-8.137865659267856,-1.9311799092708846
0,0,2,9,45,2,0.2860683400126556,1,4,3,1,2.9517469661762235,-7.379160350387718
0,0,2,9,27,7,0.28954861843492935,2,4,3,1,-10.111319900909063,5.92433270710391
1,1,2,16,34,9,0.1893060535751951,2,2,2,1,-0.11305089610634411,6.995179906541418
0,0,1,6,29,4,0.08932714617169372,1,3,2,3,-10.93116558424892,1.3815703074922325
0,0,2,12,32,8,0.21097869647753642,2,3,3,2,-4.296938922793487,5.184959512997656
0,0,4,24,44,6,0.8077937144062435,1,3,1,4,12.37468799209504,4.924357836237199
0,0,4,22,40,6,0.644800674963088,2,3,3,2,8.065496259380026,6.121335736762141
0,0,4,37,55,9,0.8345285804682556,2,3,2,1,29.35804343705663,7.856377636576382
0,0,5,21,41,16,0.9707867538493988,0,3,3,1,9.418437388624156,9.028384623752894
1,0,2,7,43,3,0.22869647753638472,2,1,3,1,0.267681757762972,-7.008047336147754
0,0,2,8,38,2,0.16816072558531953,2,3,2,2,-2.9977407246127257,-3.6622827717516806
1,0,1,2,29,2,0.09233284117274836,2,1,2,2,-13.71897693195503,-2.046727802572663
0,1,3,17,45,0,0.6452225268930606,1,3,1,4,7.897284757036964,-2.850771856289832
0,0,2,5,34,2,0.17485762497363427,1,3,2,1,-7.937527584165959,-3.127246104805714
0,0,1,4,38,2,0.08442311748576249,0,4,3,4,-5.619135023931914,-6.397042885295555
0,0,3,24,55,0,0.48671166420586376,1,3,4,1,19.949124598976724,-4.472135762252044
0,0,3,18,40,15,0.497047036490192,1,2,3,1,6.479124334472189,7.104854048458923
0,0,1,2,20,2,0.09064543345285804,2,3,1,4,-20.539196019890763,3.5460286833039802
1,0,1,8,33,3,0.12650284750052732,0,1,4,1,-6.731172589544052,-0.16929171901728957
0,1,1,8,31,4,0.0710293187091331,1,3,4,4,-8.143097340177249,1.4480104193053283
0,0,3,14,40,10,0.49108837797932925,1,3,4,1,3.349971132950209,2.414873184597605
0,0,4,32,50,2,0.8883674330310062,1,3,1,4,21.570521860048693,4.806505858311283
0,0,1,6,27,2,0.08284117274836532,2,3,4,4,-12.682027587573636,1.809604785147041
0,1,3,15,36,8,0.3855726639949378,1,3,1,4,0.7185734551145444,4.730433491582357
0,0,4,35,53,8,0.822031217042818,2,4,2,4,26.444666008286028,7.349577938486659
0,0,2,10,42,0,0.23882092385572667,1,4,1,2,1.08510952286602,-5.674412915225336
0,0,2,17,37,0,0.21904661463826197,0,2,4,3,1.769363833715623,2.089503149548616
0,0,4,22,43,1,0.8516135836321451,1,3,1,2,9.769920065042626,2.2002440376031256
0,0,1,1,23,0,0.01128453912676651,1,3,3,4,-19.132674108630823,0.19797712253539324
0,0,1,12,52,4,0.10235182450959714,1,3,1,3,10.322628149636301,-9.055117604024371
0,0,1,3,29,2,0.14506433241932082,0,3,4,1,-13.068016536593301,-1.3916896272016608
0,1,5,29,50,3,0.9349820712929762,0,2,3,2,19.84524280058669,3.3548456022156454
0,0,2,20,42,16,0.20554735287913944,1,3,3,2,9.310979661659168,7.47657131098472
0,0,2,6,34,3,0.17902341278211348,1,4,3,2,-7.185213960945742,-2.0740999075745687
0,0,1,6,32,3,0.1540814174224847,1,3,2,3,-8.772789717325164,-0.9031036445575822
0,0,2,6,56,0,0.2304893482387682,1,2,1,4,9.128783978560598,-17.05960595430763
0,0,1,5,27,2,0.14801729592912888,0,3,2,4,-13.312079186365246,1.1523951855037744
0,0,1,7,40,3,0.12486817127188356,1,3,1,3,-2.0750084104636244,-5.251585658981867
1,0,3,17,37,0,0.47663994937776843,0,3,3,1,1.847646317359441,2.1758274818350554
0,0,1,1,33,1,0.05267875975532588,0,2,3,2,-11.434953336408608,-5.620876629374418
0,0,2,17,36,7,0.22294874499050832,1,3,3,3,1.8134377894976978,5.563967025736956
0,0,1,8,39,3,0.14480067496308796,1,3,3,3,-2.193258358579534,-3.9620376707785994
0,0,2,12,36,7,0.2146171693735499,0,3,4,1,-1.3719863849711444,2.287864318750078
0,0,2,10,36,7,0.22247416156928917,1,3,2,3,-2.6577207459224184,0.9495811442994029
0,1,2,18,37,0,0.16810799409407295,2,3,2,3,2.397937620143658,2.7287830850422257
0,1,5,31,51,10,0.9933558321029319,0,3,2,4,22.682093709423235,6.886191040287564
0,0,4,27,49,2,0.8122758911622021,1,3,2,1,17.624847898253883,2.158764360418843
1,1,1,6,43,0,0.07530056950010545,1,2,3,3,-0.7895410766080602,-8.998116083461984
0,0,2,4,33,2,0.17364480067496307,1,3,2,4,-9.340211550541685,-3.1805869342397948
0,0,3,13,46,7,0.5186669479012866,0,3,3,4,6.908781773029794,-3.2442393529194717
1,0,1,5,56,2,0.08321029318709132,2,3,4,1,8.651771868109414,-16.97021837675655
0,0,2,9,32,7,0.19294452647120863,0,1,4,4,-6.326043716752345,2.8145318408199227
1,0,2,10,30,8,0.4590276313014132,1,2,1,2,-7.082321778792277,5.131509569466152
0,0,2,4,27,2,0.16968993883147016,1,3,4,1,-13.878309720325294,0.5974319717207237
0,0,3,18,42,7,0.6506538704914575,1,3,1,3,7.072735449417493,2.553991639778335
1,1,1,1,20,0,0.08389580257329678,2,2,1,4,-21.410602818490347,2.081397735783449
0,0,1,4,50,2,0.15112845391267665,1,3,2,4,3.46666180301154,-13.896686765234701
1,0,1,1,19,0,0.00490402868593124,2,2,4,2,-22.162702950980872,2.723910988130555
